tool_1	tool_2	cell_line	nr_union	nr_intersection	perc_compound_val_1	count_group	perc_compound_val_2	total_n_1	total_n_2	w_val_rate	tool_lt_1	tool_lt_2	tool_combo	total_cell_line	perc_increase_t1
circRNA_finder	NCLscan	SW480	4114	679	0.953125	count ≥ 5	0.9310344827586208	3001	1792	0.9448658289387541	C	N	CN	11026	0.3708763745418194
circRNA_finder	NCLcomparator	NCI-H23	4026	628	0.953125	count ≥ 5	0.9393939393939394	2962	1692	0.9481329599171779	C	L	CL	11272	0.3592167454422687
circRNA_finder	NCLcomparator	HLF	5131	799	0.953125	count ≥ 5	0.9393939393939394	3784	2146	0.9481558843068119	C	L	CL	13087	0.3559725158562368
circRNA_finder	NCLcomparator	SW480	4094	665	0.953125	count ≥ 5	0.9393939393939394	3001	1758	0.9480526729259394	C	L	CL	11026	0.364211929356881
circRNA_finder	PFv2	NCI-H23	3755	165	0.953125	count ≥ 5	0.2714285714285714	2962	958	0.7865267401603498	C	M	CM	11272	0.2677245104659014
circRNA_finder	PFv2	HLF	4581	231	0.953125	count ≥ 5	0.2714285714285714	3784	1028	0.8074924296401853	C	M	CM	13087	0.21062367864693446
circRNA_finder	PFv2	SW480	3644	209	0.953125	count ≥ 5	0.2714285714285714	3001	852	0.8023839262541248	C	M	CM	11026	0.21426191269576808
circRNA_finder	segemehl	NCI-H23	3387	723	0.953125	count ≥ 5	0.90625	2962	1148	0.9400319343065694	C	O	CO	11272	0.14348413234301147
circRNA_finder	segemehl	HLF	4281	875	0.953125	count ≥ 5	0.90625	3784	1372	0.9406516679596586	C	O	CO	13087	0.13134249471458773
circRNA_finder	segemehl	SW480	3083	257	0.953125	count ≥ 5	0.90625	3001	339	0.9483673278443113	C	O	CO	11026	0.02732422525824725
circRNA_finder	CircSplice	NCI-H23	3427	2763	0.953125	count ≥ 5	0.8823529411764706	2962	3228	0.9162183431530931	C	E	CE	11272	0.15698852126941257
circRNA_finder	CircSplice	HLF	4364	3516	0.953125	count ≥ 5	0.8823529411764706	3784	4096	0.9163378993729472	C	E	CE	13087	0.15327695560253699
circRNA_finder	CircSplice	SW480	3433	2776	0.953125	count ≥ 5	0.8823529411764706	3001	3208	0.9165592463028052	C	E	CE	11026	0.14395201599466845
circseq_cup	circtools	NCI-H23	6063	1118	0.7297297297297297	count ≥ 5	0.9523809523809524	2784	4397	0.8660613584718863	D	F	DF	11272	1.177801724137931
circseq_cup	circtools	HLF	7295	1064	0.7297297297297297	count ≥ 5	0.9523809523809524	2890	5469	0.8754026016856499	D	F	DF	13087	1.5242214532871972
circseq_cup	circtools	SW480	6089	1095	0.7297297297297297	count ≥ 5	0.9523809523809524	2746	4438	0.8672751259054154	D	F	DF	11026	1.2174071376547706
circseq_cup	CIRCexplorer3	NCI-H23	6516	1015	0.7297297297297297	count ≥ 5	0.9264705882352942	2784	4747	0.8537409972009705	D	A	AD	11272	1.3405172413793103
circseq_cup	CIRCexplorer3	HLF	7471	949	0.7297297297297297	count ≥ 5	0.9264705882352942	2890	5530	0.858943143926377	D	A	AD	13087	1.585121107266436
circseq_cup	CIRCexplorer3	SW480	6639	1031	0.7297297297297297	count ≥ 5	0.9264705882352942	2746	4924	0.8560337697924936	D	A	AD	11026	1.4176984705025493
circseq_cup	CirComPara2	NCI-H23	6625	1071	0.7297297297297297	count ≥ 5	0.9814814814814816	2784	4912	0.8904112012220121	D	B	BD	11272	1.379669540229885
circseq_cup	CirComPara2	HLF	7487	983	0.7297297297297297	count ≥ 5	0.9814814814814816	2890	5580	0.895582713764532	D	B	BD	13087	1.5906574394463668
circseq_cup	CirComPara2	SW480	6861	1086	0.7297297297297297	count ≥ 5	0.9814814814814816	2746	5201	0.8944913832921887	D	B	BD	11026	1.498543335761107
circseq_cup	circRNA_finder	NCI-H23	4915	831	0.7297297297297297	count ≥ 5	0.953125	2784	2962	0.8448875422150309	D	C	CD	11272	0.7654454022988506
circseq_cup	circRNA_finder	HLF	5889	785	0.7297297297297297	count ≥ 5	0.953125	2890	3784	0.8563895593225829	D	C	CD	13087	1.0377162629757786
circseq_cup	circRNA_finder	SW480	4944	803	0.7297297297297297	count ≥ 5	0.953125	2746	3001	0.8463834979707391	D	C	CD	11026	0.8004369992716679
circseq_cup	circseq_cup	NCI-H23	2784	2784	0.7297297297297297	count ≥ 5	0.7297297297297297	2784	2784	0.7297297297297297	D	D	D	11272	0
circseq_cup	circseq_cup	HLF	2890	2890	0.7297297297297297	count ≥ 5	0.7297297297297297	2890	2890	0.7297297297297297	D	D	D	13087	0
circseq_cup	circseq_cup	SW480	2746	2746	0.7297297297297297	count ≥ 5	0.7297297297297297	2746	2746	0.7297297297297297	D	D	D	11026	0
circseq_cup	CIRI2	NCI-H23	7782	1210	0.7297297297297297	count ≥ 5	0.913793103448276	2784	6208	0.8568055108734948	D	G	DG	11272	1.7952586206896552
circseq_cup	CIRI2	HLF	9153	1155	0.7297297297297297	count ≥ 5	0.913793103448276	2890	7418	0.8621882188880704	D	G	DG	13087	2.167128027681661
circseq_cup	CIRI2	SW480	7863	1217	0.7297297297297297	count ≥ 5	0.913793103448276	2746	6334	0.8581281228060813	D	G	DG	11026	1.8634377276037872
circseq_cup	CIRIquant	NCI-H23	5973	1105	0.7297297297297297	count ≥ 5	0.9830508474576272	2784	4294	0.8834116850170414	D	H	DH	11272	1.1454741379310345
circseq_cup	CIRIquant	HLF	6941	1049	0.7297297297297297	count ≥ 5	0.9830508474576272	2890	5100	0.8914240601943452	D	H	DH	13087	1.4017301038062284
circseq_cup	CIRIquant	SW480	6110	1103	0.7297297297297297	count ≥ 5	0.9830508474576272	2746	4467	0.8866111151297738	D	H	DH	11026	1.2250546249089584
circseq_cup	ecircscreen	NCI-H23	4112	581	0.7297297297297297	count ≥ 5	0.9666666666666668	2784	1909	0.8261100009022447	D	I	DI	11272	0.47701149425287354
circseq_cup	ecircscreen	HLF	4664	536	0.7297297297297297	count ≥ 5	0.9666666666666668	2890	2310	0.8349844074844075	D	I	DI	13087	0.613840830449827
circseq_cup	ecircscreen	SW480	4127	587	0.7297297297297297	count ≥ 5	0.9666666666666668	2746	1968	0.8286461259732367	D	I	DI	11026	0.5029133284777859
circseq_cup	find_circ	NCI-H23	4921	906	0.7297297297297297	count ≥ 5	0.9402985074626866	2784	3043	0.8396938262873731	D	J	DJ	11272	0.7676005747126436
circseq_cup	find_circ	HLF	5641	818	0.7297297297297297	count ≥ 5	0.9402985074626866	2890	3569	0.846082101262308	D	J	DJ	13087	0.9519031141868513
circseq_cup	find_circ	SW480	4839	879	0.7297297297297297	count ≥ 5	0.9402985074626866	2746	2972	0.8391754113355968	D	J	DJ	11026	0.7621995630007283
circseq_cup	KNIFE	NCI-H23	4362	301	0.7297297297297297	count ≥ 5	0.9032258064516128	2784	1879	0.7996416165323071	D	K	DK	11272	0.5668103448275862
circseq_cup	KNIFE	HLF	4926	247	0.7297297297297297	count ≥ 5	0.9032258064516128	2890	2283	0.8062987502509087	D	K	DK	13087	0.7044982698961938
circseq_cup	KNIFE	SW480	4467	304	0.7297297297297297	count ≥ 5	0.9032258064516128	2746	2025	0.8033682867118745	D	K	DK	11026	0.6267297887836853
circseq_cup	NCLscan	NCI-H23	4263	262	0.7297297297297297	count ≥ 5	0.9310344827586208	2784	1741	0.8071820115028346	D	N	DN	11272	0.53125
circseq_cup	NCLscan	HLF	4855	232	0.7297297297297297	count ≥ 5	0.9310344827586208	2890	2197	0.8166702727618652	D	N	DN	13087	0.6799307958477508
circseq_cup	NCLscan	SW480	4295	243	0.7297297297297297	count ≥ 5	0.9310344827586208	2746	1792	0.8092224836803186	D	N	DN	11026	0.5640932265112891
circseq_cup	NCLcomparator	NCI-H23	4218	258	0.7297297297297297	count ≥ 5	0.9393939393939394	2784	1692	0.8089861735974336	D	L	DL	11272	0.5150862068965517
circseq_cup	NCLcomparator	HLF	4807	229	0.7297297297297297	count ≥ 5	0.9393939393939394	2890	2146	0.8190743274142797	D	L	DL	13087	0.6633217993079584
circseq_cup	NCLcomparator	SW480	4264	240	0.7297297297297297	count ≥ 5	0.9393939393939394	2746	1758	0.8115658044610088	D	L	DL	11026	0.5528040786598689
circseq_cup	PFv2	NCI-H23	3615	127	0.7297297297297297	count ≥ 5	0.2714285714285714	2784	958	0.6123987544083749	D	M	DM	11272	0.2984913793103448
circseq_cup	PFv2	HLF	3813	105	0.7297297297297297	count ≥ 5	0.2714285714285714	2890	1028	0.6094812379651583	D	M	DM	13087	0.3193771626297578
circseq_cup	PFv2	SW480	3478	120	0.7297297297297297	count ≥ 5	0.2714285714285714	2746	852	0.6212048306545249	D	M	DM	11026	0.26656955571740715
circseq_cup	segemehl	NCI-H23	3483	449	0.7297297297297297	count ≥ 5	0.90625	2784	1148	0.7812671840202359	D	O	DO	11272	0.2510775862068966
circseq_cup	segemehl	HLF	3812	450	0.7297297297297297	count ≥ 5	0.90625	2890	1372	0.7865541808819613	D	O	DO	13087	0.3190311418685121
circseq_cup	segemehl	SW480	2928	157	0.7297297297297297	count ≥ 5	0.90625	2746	339	0.7491269328485697	D	O	DO	11026	0.06627822286962855
circseq_cup	CircSplice	NCI-H23	5166	846	0.7297297297297297	count ≥ 5	0.8823529411764706	2784	3228	0.8116771227021314	D	E	DE	11272	0.8556034482758621
circseq_cup	CircSplice	HLF	6187	799	0.7297297297297297	count ≥ 5	0.8823529411764706	2890	4096	0.8192150824474294	D	E	DE	13087	1.1408304498269897
circseq_cup	CircSplice	SW480	5149	805	0.7297297297297297	count ≥ 5	0.8823529411764706	2746	3208	0.811962726424581	D	E	DE	11026	0.8750910415149308
CIRI2	circtools	NCI-H23	6563	4042	0.913793103448276	count ≥ 5	0.9523809523809524	6208	4397	0.9297922332697731	G	F	FG	11272	0.05718427835051546
CIRI2	circtools	HLF	7820	5067	0.913793103448276	count ≥ 5	0.9523809523809524	7418	5469	0.9301690595135206	G	F	FG	13087	0.0541925047182529
CIRI2	circtools	SW480	6655	4117	0.913793103448276	count ≥ 5	0.9523809523809524	6334	4438	0.9296910679454186	G	F	FG	11026	0.05067887590779918
CIRI2	CIRCexplorer3	NCI-H23	6570	4385	0.913793103448276	count ≥ 5	0.9264705882352942	6208	4747	0.9192864873171921	G	A	AG	11272	0.058311855670103094
CIRI2	CIRCexplorer3	HLF	7815	5133	0.913793103448276	count ≥ 5	0.9264705882352942	7418	5530	0.9192075682978443	G	A	AG	13087	0.05351846858991642
CIRI2	CIRCexplorer3	SW480	6697	4561	0.913793103448276	count ≥ 5	0.9264705882352942	6334	4924	0.9193379546732962	G	A	AG	11026	0.05730975686769814
CIRI2	CirComPara2	NCI-H23	6775	4345	0.913793103448276	count ≥ 5	0.9814814814814816	6208	4912	0.9436928618025121	G	B	BG	11272	0.09133376288659793
CIRI2	CirComPara2	HLF	8004	4994	0.913793103448276	count ≥ 5	0.9814814814814816	7418	5580	0.9428515085433128	G	B	BG	13087	0.07899703424103532
CIRI2	CirComPara2	SW480	6961	4574	0.913793103448276	count ≥ 5	0.9814814814814816	6334	5201	0.9443130214500708	G	B	BG	11026	0.09898958004420587
CIRI2	circRNA_finder	NCI-H23	6372	2798	0.913793103448276	count ≥ 5	0.953125	6208	2962	0.926497692061821	G	C	CG	11272	0.026417525773195876
CIRI2	circRNA_finder	HLF	7600	3602	0.913793103448276	count ≥ 5	0.953125	7418	3784	0.9270792931065267	G	C	CG	13087	0.02453491507144783
CIRI2	circRNA_finder	SW480	6471	2864	0.913793103448276	count ≥ 5	0.953125	6334	3001	0.92643745498033	G	C	CG	11026	0.02162930217871803
CIRI2	circseq_cup	NCI-H23	7782	1210	0.913793103448276	count ≥ 5	0.7297297297297297	6208	2784	0.8568055108734948	G	D	DG	11272	0.2535438144329897
CIRI2	circseq_cup	HLF	9153	1155	0.913793103448276	count ≥ 5	0.7297297297297297	7418	2890	0.8621882188880704	G	D	DG	13087	0.23389053653275815
CIRI2	circseq_cup	SW480	7863	1217	0.913793103448276	count ≥ 5	0.7297297297297297	6334	2746	0.8581281228060813	G	D	DG	11026	0.24139564256394064
CIRI2	CIRI2	NCI-H23	6208	6208	0.913793103448276	count ≥ 5	0.913793103448276	6208	6208	0.913793103448276	G	G	G	11272	0
CIRI2	CIRI2	HLF	7418	7418	0.913793103448276	count ≥ 5	0.913793103448276	7418	7418	0.913793103448276	G	G	G	13087	0
CIRI2	CIRI2	SW480	6334	6334	0.913793103448276	count ≥ 5	0.913793103448276	6334	6334	0.913793103448276	G	G	G	11026	0
CIRI2	CIRIquant	NCI-H23	6360	4142	0.913793103448276	count ≥ 5	0.9830508474576272	6208	4294	0.9421108289078222	G	H	GH	11272	0.024484536082474227
CIRI2	CIRIquant	HLF	7579	4939	0.913793103448276	count ≥ 5	0.9830508474576272	7418	5100	0.942009631204123	G	H	GH	13087	0.021703963332434618
CIRI2	CIRIquant	SW480	6478	4323	0.913793103448276	count ≥ 5	0.9830508474576272	6334	4467	0.942436223760263	G	H	GH	11026	0.022734449005367856
CIRI2	ecircscreen	NCI-H23	6345	1772	0.913793103448276	count ≥ 5	0.9666666666666668	6208	1909	0.9262281942680257	G	I	GI	11272	0.022068298969072166
CIRI2	ecircscreen	HLF	7565	2163	0.913793103448276	count ≥ 5	0.9666666666666668	7418	2310	0.9263484006352088	G	I	GI	13087	0.019816662173092477
CIRI2	ecircscreen	SW480	6472	1830	0.913793103448276	count ≥ 5	0.9666666666666668	6334	1968	0.9263268510288342	G	I	GI	11026	0.02178718029681086
CIRI2	find_circ	NCI-H23	6476	2775	0.913793103448276	count ≥ 5	0.9402985074626866	6208	3043	0.9225117224533403	G	J	GJ	11272	0.043170103092783504
CIRI2	find_circ	HLF	7721	3266	0.913793103448276	count ≥ 5	0.9402985074626866	7418	3569	0.9224030776839575	G	J	GJ	13087	0.040846589377190615
CIRI2	find_circ	SW480	6566	2740	0.913793103448276	count ≥ 5	0.9402985074626866	6334	2972	0.9222579713540173	G	J	GJ	11026	0.0366277233975371
CIRI2	KNIFE	NCI-H23	7263	824	0.913793103448276	count ≥ 5	0.9032258064516128	6208	1879	0.9113378108729415	G	K	GK	11272	0.16994201030927836
CIRI2	KNIFE	HLF	8708	993	0.913793103448276	count ≥ 5	0.9032258064516128	7418	2283	0.9113062320903355	G	K	GK	13087	0.17390132111081155
CIRI2	KNIFE	SW480	7449	910	0.913793103448276	count ≥ 5	0.9032258064516128	6334	2025	0.9112331349809663	G	K	GK	11026	0.17603410167350805
CIRI2	NCLscan	NCI-H23	7176	773	0.913793103448276	count ≥ 5	0.9310344827586208	6208	1741	0.9175693320782057	G	N	GN	11272	0.1559278350515464
CIRI2	NCLscan	HLF	8650	965	0.913793103448276	count ≥ 5	0.9310344827586208	7418	2197	0.9177327093083725	G	N	GN	13087	0.1660825020221084
CIRI2	NCLscan	SW480	7295	831	0.913793103448276	count ≥ 5	0.9310344827586208	6334	1792	0.9175952880069934	G	N	GN	11026	0.15172087148721186
CIRI2	NCLcomparator	NCI-H23	7149	751	0.913793103448276	count ≥ 5	0.9393939393939394	6208	1692	0.919276219197651	G	L	GL	11272	0.15157860824742267
CIRI2	NCLcomparator	HLF	8619	945	0.913793103448276	count ≥ 5	0.9393939393939394	7418	2146	0.919537498464942	G	L	GL	13087	0.16190347802642222
CIRI2	NCLcomparator	SW480	7277	815	0.913793103448276	count ≥ 5	0.9393939393939394	6334	1758	0.9193549261858535	G	L	GL	11026	0.14887906536154089
CIRI2	PFv2	NCI-H23	6984	182	0.913793103448276	count ≥ 5	0.2714285714285714	6208	958	0.8279174096616618	G	M	GM	11272	0.125
CIRI2	PFv2	HLF	8187	259	0.913793103448276	count ≥ 5	0.2714285714285714	7418	1028	0.8356080763447647	G	M	GM	13087	0.10366675653815044
CIRI2	PFv2	SW480	6957	229	0.913793103448276	count ≥ 5	0.2714285714285714	6334	852	0.8376318758834571	G	M	GM	11026	0.09835806757183455
CIRI2	segemehl	NCI-H23	6559	797	0.913793103448276	count ≥ 5	0.90625	6208	1148	0.9126159035082786	G	O	GO	11272	0.05653994845360825
CIRI2	segemehl	HLF	7812	978	0.913793103448276	count ≥ 5	0.90625	7418	1372	0.9126157271193757	G	O	GO	13087	0.053114046912914534
CIRI2	segemehl	SW480	6409	264	0.913793103448276	count ≥ 5	0.90625	6334	339	0.9134099006805605	G	O	GO	11026	0.011840858856962426
CIRI2	CircSplice	NCI-H23	6376	3060	0.913793103448276	count ≥ 5	0.8823529411764706	6208	3228	0.9030376091908165	G	E	EG	11272	0.027061855670103094
CIRI2	CircSplice	HLF	7616	3898	0.913793103448276	count ≥ 5	0.8823529411764706	7418	4096	0.9026085537986916	G	E	EG	13087	0.02669183068212456
CIRI2	CircSplice	SW480	6475	3067	0.913793103448276	count ≥ 5	0.8823529411764706	6334	3208	0.9032229881089392	G	E	EG	11026	0.02226081465108936
CIRIquant	circtools	NCI-H23	5393	3298	0.9830508474576272	count ≥ 5	0.9523809523809524	4294	4397	0.9675341602349672	H	F	FH	11272	0.25593851886353053
CIRIquant	circtools	HLF	6535	4034	0.9830508474576272	count ≥ 5	0.9523809523809524	5100	5469	0.9671805043623168	H	F	FH	13087	0.28137254901960784
CIRIquant	circtools	SW480	5519	3386	0.9830508474576272	count ≥ 5	0.9523809523809524	4467	4438	0.9677658396698356	H	F	FH	11026	0.23550481307365123
CIRIquant	CIRCexplorer3	NCI-H23	5788	3253	0.9830508474576272	count ≥ 5	0.9264705882352942	4294	4747	0.9533432387275735	H	A	AH	11272	0.3479273404750815
CIRIquant	CIRCexplorer3	HLF	6838	3792	0.9830508474576272	count ≥ 5	0.9264705882352942	5100	5530	0.9536163381914463	H	A	AH	13087	0.3407843137254902
CIRIquant	CIRCexplorer3	SW480	5967	3424	0.9830508474576272	count ≥ 5	0.9264705882352942	4467	4924	0.9533840178962634	H	A	AH	11026	0.33579583613163194
CIRIquant	CirComPara2	NCI-H23	5839	3367	0.9830508474576272	count ≥ 5	0.9814814814814816	4294	4912	0.9822134885965771	H	B	BH	11272	0.3598043782021425
CIRIquant	CirComPara2	HLF	6767	3913	0.9830508474576272	count ≥ 5	0.9814814814814816	5100	5580	0.9822308978184052	H	B	BH	13087	0.3268627450980392
CIRIquant	CirComPara2	SW480	6110	3558	0.9830508474576272	count ≥ 5	0.9814814814814816	4467	5201	0.9822065908955737	H	B	BH	11026	0.3678083725095142
CIRIquant	circRNA_finder	NCI-H23	4827	2429	0.9830508474576272	count ≥ 5	0.953125	4294	2962	0.9708347007970026	H	C	CH	11272	0.12412668840242198
CIRIquant	circRNA_finder	HLF	5810	3074	0.9830508474576272	count ≥ 5	0.953125	5100	3784	0.9703044036508217	H	C	CH	13087	0.1392156862745098
CIRIquant	circRNA_finder	SW480	4981	2487	0.9830508474576272	count ≥ 5	0.953125	4467	3001	0.9710252089707044	H	C	CH	11026	0.11506603984777256
CIRIquant	circseq_cup	NCI-H23	5973	1105	0.9830508474576272	count ≥ 5	0.7297297297297297	4294	2784	0.8834116850170414	H	D	DH	11272	0.3910107126222636
CIRIquant	circseq_cup	HLF	6941	1049	0.9830508474576272	count ≥ 5	0.7297297297297297	5100	2890	0.8914240601943452	H	D	DH	13087	0.36098039215686273
CIRIquant	circseq_cup	SW480	6110	1103	0.9830508474576272	count ≥ 5	0.7297297297297297	4467	2746	0.8866111151297738	H	D	DH	11026	0.3678083725095142
CIRIquant	CIRI2	NCI-H23	6360	4142	0.9830508474576272	count ≥ 5	0.913793103448276	4294	6208	0.9421108289078222	H	G	GH	11272	0.48113646949231487
CIRIquant	CIRI2	HLF	7579	4939	0.9830508474576272	count ≥ 5	0.913793103448276	5100	7418	0.942009631204123	H	G	GH	13087	0.486078431372549
CIRIquant	CIRI2	SW480	6478	4323	0.9830508474576272	count ≥ 5	0.913793103448276	4467	6334	0.942436223760263	H	G	GH	11026	0.45019028430714125
CIRIquant	CIRIquant	NCI-H23	4294	4294	0.9830508474576272	count ≥ 5	0.9830508474576272	4294	4294	0.9830508474576272	H	H	H	11272	0
CIRIquant	CIRIquant	HLF	5100	5100	0.9830508474576272	count ≥ 5	0.9830508474576272	5100	5100	0.9830508474576272	H	H	H	13087	0
CIRIquant	CIRIquant	SW480	4467	4467	0.9830508474576272	count ≥ 5	0.9830508474576272	4467	4467	0.9830508474576272	H	H	H	11026	0
CIRIquant	ecircscreen	NCI-H23	4634	1569	0.9830508474576272	count ≥ 5	0.9666666666666668	4294	1909	0.978008545163585	H	I	HI	11272	0.0791802515137401
CIRIquant	ecircscreen	HLF	5470	1940	0.9830508474576272	count ≥ 5	0.9666666666666668	5100	2310	0.9779432283446559	H	I	HI	13087	0.07254901960784314
CIRIquant	ecircscreen	SW480	4770	1665	0.9830508474576272	count ≥ 5	0.9666666666666668	4467	1968	0.9780401143113009	H	I	HI	11026	0.06783075889858965
CIRIquant	find_circ	NCI-H23	4924	2413	0.9830508474576272	count ≥ 5	0.9402985074626866	4294	3043	0.9653194353539603	H	J	HJ	11272	0.14671634839310665
CIRIquant	find_circ	HLF	5801	2868	0.9830508474576272	count ≥ 5	0.9402985074626866	5100	3569	0.9654498437153336	H	J	HJ	13087	0.13745098039215686
CIRIquant	find_circ	SW480	5002	2437	0.9830508474576272	count ≥ 5	0.9402985074626866	4467	2972	0.9659706008566105	H	J	HJ	11026	0.1197671815536154
CIRIquant	KNIFE	NCI-H23	5420	753	0.9830508474576272	count ≥ 5	0.9032258064516128	4294	1879	0.9587528963722066	H	K	HK	11272	0.2622263623660922
CIRIquant	KNIFE	HLF	6460	923	0.9830508474576272	count ≥ 5	0.9032258064516128	5100	2283	0.9583670375406922	H	K	HK	13087	0.26666666666666666
CIRIquant	KNIFE	SW480	5645	847	0.9830508474576272	count ≥ 5	0.9032258064516128	4467	2025	0.9581516318018695	H	K	HK	11026	0.2637116633087083
CIRIquant	NCLscan	NCI-H23	5341	694	0.9830508474576272	count ≥ 5	0.9310344827586208	4294	1741	0.968044966605768	H	N	HN	11272	0.243828598043782
CIRIquant	NCLscan	HLF	6426	871	0.9830508474576272	count ≥ 5	0.9310344827586208	5100	2197	0.9673896232225008	H	N	HN	13087	0.26
CIRIquant	NCLscan	SW480	5513	746	0.9830508474576272	count ≥ 5	0.9310344827586208	4467	1792	0.9681581608398576	H	N	HN	11026	0.2341616297291247
CIRIquant	NCLcomparator	NCI-H23	5310	676	0.9830508474576272	count ≥ 5	0.9393939393939394	4294	1692	0.9707108059534908	H	L	HL	11272	0.23660922217047042
CIRIquant	NCLcomparator	HLF	6394	852	0.9830508474576272	count ≥ 5	0.9393939393939394	5100	2146	0.9701212691103082	H	L	HL	13087	0.25372549019607843
CIRIquant	NCLcomparator	SW480	5493	732	0.9830508474576272	count ≥ 5	0.9393939393939394	4467	1758	0.9707217158309664	H	L	HL	11026	0.22968435191403627
CIRIquant	PFv2	NCI-H23	5079	173	0.9830508474576272	count ≥ 5	0.2714285714285714	4294	958	0.8532461748689303	H	M	HM	11272	0.18281322775966466
CIRIquant	PFv2	HLF	5872	256	0.9830508474576272	count ≥ 5	0.2714285714285714	5100	1028	0.8636729591159383	H	M	HM	13087	0.15137254901960784
CIRIquant	PFv2	SW480	5090	229	0.9830508474576272	count ≥ 5	0.2714285714285714	4467	852	0.8690628461083593	H	M	HM	11026	0.13946720394000447
CIRIquant	segemehl	NCI-H23	4680	762	0.9830508474576272	count ≥ 5	0.90625	4294	1148	0.9668495661490355	H	O	HO	11272	0.08989287377736377
CIRIquant	segemehl	HLF	5528	944	0.9830508474576272	count ≥ 5	0.90625	5100	1372	0.9667698272611092	H	O	HO	13087	0.08392156862745098
CIRIquant	segemehl	SW480	4548	258	0.9830508474576272	count ≥ 5	0.90625	4467	339	0.977633559216234	H	O	HO	11026	0.018132975151108125
CIRIquant	CircSplice	NCI-H23	4933	2589	0.9830508474576272	count ≥ 5	0.8823529411764706	4294	3228	0.9398372285430335	H	E	EH	11272	0.1488122962272939
CIRIquant	CircSplice	HLF	5972	3224	0.9830508474576272	count ≥ 5	0.8823529411764706	5100	4096	0.9381988874611484	H	E	EH	13087	0.17098039215686275
CIRIquant	CircSplice	SW480	5069	2606	0.9830508474576272	count ≥ 5	0.8823529411764706	4467	3208	0.94096109066936	H	E	EH	11026	0.13476606223416163
ecircscreen	circtools	NCI-H23	4569	1737	0.9666666666666668	count ≥ 5	0.9523809523809524	1909	4397	0.9567056318245662	I	F	FI	11272	1.393399685699319
ecircscreen	circtools	HLF	5644	2135	0.9666666666666668	count ≥ 5	0.9523809523809524	2310	5469	0.9566231428938718	I	F	FI	13087	1.4432900432900433
ecircscreen	circtools	SW480	4613	1793	0.9666666666666668	count ≥ 5	0.9523809523809524	1968	4438	0.9567696950775316	I	F	FI	11026	1.3440040650406504
ecircscreen	CIRCexplorer3	NCI-H23	5035	1621	0.9666666666666668	count ≥ 5	0.9264705882352942	1909	4747	0.9379991810426094	I	A	AI	11272	1.637506547930854
ecircscreen	CIRCexplorer3	HLF	5845	1995	0.9666666666666668	count ≥ 5	0.9264705882352942	2310	5530	0.9383140756302522	I	A	AI	13087	1.5303030303030303
ecircscreen	CIRCexplorer3	SW480	5179	1713	0.9666666666666668	count ≥ 5	0.9264705882352942	1968	4924	0.9379485166091974	I	A	AI	11026	1.6316056910569106
ecircscreen	CirComPara2	NCI-H23	5087	1734	0.9666666666666668	count ≥ 5	0.9814814814814816	1909	4912	0.9773352446420912	I	B	BI	11272	1.6647459402828706
ecircscreen	CirComPara2	HLF	5778	2112	0.9666666666666668	count ≥ 5	0.9814814814814816	2310	5580	0.9771440642163077	I	B	BI	13087	1.5012987012987014
ecircscreen	CirComPara2	SW480	5343	1826	0.9666666666666668	count ≥ 5	0.9814814814814816	1968	5201	0.9774145885318993	I	B	BI	11026	1.7149390243902438
ecircscreen	circRNA_finder	NCI-H23	3439	1432	0.9666666666666668	count ≥ 5	0.953125	1909	2962	0.9584321323479095	I	C	CI	11272	0.8014667365112624
ecircscreen	circRNA_finder	HLF	4268	1826	0.9666666666666668	count ≥ 5	0.953125	2310	3784	0.9582581227436823	I	C	CI	13087	0.8476190476190476
ecircscreen	circRNA_finder	SW480	3498	1471	0.9666666666666668	count ≥ 5	0.953125	1968	3001	0.9584882521634133	I	C	CI	11026	0.7774390243902439
ecircscreen	circseq_cup	NCI-H23	4112	581	0.9666666666666668	count ≥ 5	0.7297297297297297	1909	2784	0.8261100009022447	I	D	DI	11272	1.1540073336825563
ecircscreen	circseq_cup	HLF	4664	536	0.9666666666666668	count ≥ 5	0.7297297297297297	2310	2890	0.8349844074844075	I	D	DI	13087	1.019047619047619
ecircscreen	circseq_cup	SW480	4127	587	0.9666666666666668	count ≥ 5	0.7297297297297297	1968	2746	0.8286461259732367	I	D	DI	11026	1.0970528455284554
ecircscreen	CIRI2	NCI-H23	6345	1772	0.9666666666666668	count ≥ 5	0.913793103448276	1909	6208	0.9262281942680257	I	G	GI	11272	2.323729701414353
ecircscreen	CIRI2	HLF	7565	2163	0.9666666666666668	count ≥ 5	0.913793103448276	2310	7418	0.9263484006352088	I	G	GI	13087	2.274891774891775
ecircscreen	CIRI2	SW480	6472	1830	0.9666666666666668	count ≥ 5	0.913793103448276	1968	6334	0.9263268510288342	I	G	GI	11026	2.2886178861788617
ecircscreen	CIRIquant	NCI-H23	4634	1569	0.9666666666666668	count ≥ 5	0.9830508474576272	1909	4294	0.978008545163585	I	H	HI	11272	1.42744892613934
ecircscreen	CIRIquant	HLF	5470	1940	0.9666666666666668	count ≥ 5	0.9830508474576272	2310	5100	0.9779432283446559	I	H	HI	13087	1.367965367965368
ecircscreen	CIRIquant	SW480	4770	1665	0.9666666666666668	count ≥ 5	0.9830508474576272	1968	4467	0.9780401143113009	I	H	HI	11026	1.423780487804878
